9.808733E-06 4.810000E+03 4.810000E+03 4.810000E+03 4.810000E+03 4.810000E+03 -1.110672E+01 -1.150842E+01 -1.357319E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.000000E+00 4.810000E+03 4.810000E+03 4.810000E+03 4.810000E+03 4.760000E+03 -1.082513E+01 -1.126440E+01 -1.414763E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.000000E+00 4.810000E+03 4.810000E+03 4.810000E+03 4.760000E+03 4.720000E+03 -1.083694E+01 -1.127584E+01 -1.416041E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
3.000000E+00 4.810000E+03 4.810000E+03 4.760000E+03 4.720000E+03 4.800000E+03 -1.081897E+01 -1.125903E+01 -1.415906E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
4.000000E+00 4.810000E+03 4.760000E+03 4.720000E+03 4.800000E+03 4.800000E+03 -1.080855E+01 -1.124808E+01 -1.413794E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
5.000000E+00 4.760000E+03 4.720000E+03 4.800000E+03 4.800000E+03 4.840000E+03 -1.079574E+01 -1.123599E+01 -1.412452E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
6.000000E+00 4.720000E+03 4.800000E+03 4.800000E+03 4.840000E+03 4.730000E+03 -1.082431E+01 -1.125937E+01 -1.413174E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
7.000000E+00 4.800000E+03 4.800000E+03 4.840000E+03 4.730000E+03 4.740000E+03 -1.083462E+01 -1.127206E+01 -1.416023E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
8.000000E+00 4.800000E+03 4.840000E+03 4.730000E+03 4.740000E+03 4.710000E+03 -1.084153E+01 -1.127811E+01 -1.417027E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
9.000000E+00 4.840000E+03 4.730000E+03 4.740000E+03 4.710000E+03 4.700000E+03 -1.084907E+01 -1.128572E+01 -1.417842E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.000000E+01 4.730000E+03 4.740000E+03 4.710000E+03 4.700000E+03 4.720000E+03 -1.084480E+01 -1.128229E+01 -1.417932E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.100000E+01 4.740000E+03 4.710000E+03 4.700000E+03 4.720000E+03 4.740000E+03 -1.083626E+01 -1.127418E+01 -1.417174E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.200000E+01 4.710000E+03 4.700000E+03 4.720000E+03 4.740000E+03 4.760000E+03 -1.082703E+01 -1.126521E+01 -1.416285E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.300000E+01 4.700000E+03 4.720000E+03 4.740000E+03 4.760000E+03 4.820000E+03 -1.080783E+01 -1.124805E+01 -1.414649E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.400000E+01 4.720000E+03 4.740000E+03 4.760000E+03 4.820000E+03 4.790000E+03 -1.080943E+01 -1.124750E+01 -1.413011E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.500000E+01 4.740000E+03 4.760000E+03 4.820000E+03 4.790000E+03 4.790000E+03 -1.081197E+01 -1.125033E+01 -1.413442E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.600000E+01 4.760000E+03 4.820000E+03 4.790000E+03 4.790000E+03 4.710000E+03 -1.083696E+01 -1.127227E+01 -1.415016E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.700000E+01 4.820000E+03 4.790000E+03 4.790000E+03 4.710000E+03 4.840000E+03 -1.080656E+01 -1.124826E+01 -1.415283E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.800000E+01 4.790000E+03 4.790000E+03 4.710000E+03 4.840000E+03 4.730000E+03 -1.082595E+01 -1.126136E+01 -1.413760E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
1.900000E+01 4.790000E+03 4.710000E+03 4.840000E+03 4.730000E+03 4.740000E+03 -1.083467E+01 -1.127197E+01 -1.416163E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.000000E+01 4.710000E+03 4.840000E+03 4.730000E+03 4.740000E+03 4.800000E+03 -1.081617E+01 -1.125585E+01 -1.415540E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.100000E+01 4.840000E+03 4.730000E+03 4.740000E+03 4.800000E+03 4.760000E+03 -1.082078E+01 -1.125780E+01 -1.414377E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.200000E+01 4.730000E+03 4.740000E+03 4.800000E+03 4.760000E+03 4.710000E+03 -1.084062E+01 -1.127597E+01 -1.416039E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.300000E+01 4.740000E+03 4.800000E+03 4.760000E+03 4.710000E+03 4.730000E+03 -1.083896E+01 -1.127646E+01 -1.417193E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.400000E+01 4.800000E+03 4.760000E+03 4.710000E+03 4.730000E+03 4.750000E+03 -1.083138E+01 -1.126936E+01 -1.416673E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.500000E+01 4.760000E+03 4.710000E+03 4.730000E+03 4.750000E+03 4.820000E+03 -1.080931E+01 -1.124962E+01 -1.415010E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.600000E+01 4.710000E+03 4.730000E+03 4.750000E+03 4.820000E+03 4.930000E+03 -1.076587E+01 -1.120992E+01 -1.410692E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.700000E+01 4.730000E+03 4.750000E+03 4.820000E+03 4.930000E+03 4.770000E+03 -1.080005E+01 -1.123606E+01 -1.410135E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.800000E+01 4.750000E+03 4.820000E+03 4.930000E+03 4.770000E+03 4.740000E+03 -1.082657E+01 -1.126345E+01 -1.414269E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
2.900000E+01 4.820000E+03 4.930000E+03 4.770000E+03 4.740000E+03 4.760000E+03 -1.082683E+01 -1.126560E+01 -1.415733E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
3.000000E+01 4.930000E+03 4.770000E+03 4.740000E+03 4.760000E+03 4.770000E+03 -1.082218E+01 -1.126114E+01 -1.415368E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
3.100000E+01 4.770000E+03 4.740000E+03 4.760000E+03 4.770000E+03 4.750000E+03 -1.082691E+01 -1.126489E+01 -1.415331E+01 3.000000E-02 1.000000E-04 5.000000E-01 2.000000E-05
