"1","4800","-11.07","-11.49","-13.28"
"2","4760","-11.11","-11.46","-13.35"
"3","4720","-11.12","-11.47","-13.3"
"4","4800","-11.12","-11.54","-13.29"
"5","4800","-11.11","-11.54","-13.35"
"6","4840","-11.1","-11.58","-13.33"
"7","4730","-11.1","-11.59","-13.33"
"8","4740","-11.14","-11.57","-13.35"
"9","4710","-11.14","-11.54","-13.28"
"10","4700","-11.13","-11.52","-13.29"
"11","4720","-11.15","-11.54","-13.27"
"12","4740","-11.12","-11.49","-13.27"
"13","4760","-11.11","-11.54","-13.29"
"14","4820","-10.89","-11.46","-13.36"
"15","4790","-10.97","-11.5","-13.27"
"16","4790","-11.06","-11.48","-13.23"
"17","4710","-11.02","-11.49","-13.22"
"18","4840","-11.04","-11.46","-13.21"
"19","4730","-11.06","-11.43","-13.19"
"20","4740","-11.09","-11.46","-13.21"
"21","4800","-11.07","-11.51","-13.29"
"22","4760","-11.06","-11.49","-13.23"
"23","4710","-11.11","-11.47","-13.21"
"24","4730","-11.11","-11.51","-13.21"
"25","4750","-11.04","-11.43","-13.2"
"26","4820","-11.03","-11.47","-13.21"
"27","4930","-11.02","-11.45","-13.23"
"28","4770","-11.06","-11.46","-13.2"
"29","4740","-11.08","-11.48","-13.23"
"30","4760","-11.08","-11.51","-13.25"
"31","4770","-11.09","-11.5","-13.3"
"32","4750","-11.12","-11.54","-13.35"
"33","4830","-11.11","-11.54","-13.35"
"34","4830","-11.1","-11.52","-13.34"
"35","4810","-11.1","-11.54","-13.39"
"36","4810","-11.12","-11.52","-13.42"
"37","4810","-11.14","-11.5","-13.43"
"38","4740","-11.12","-11.52","-13.46"
"39","4720","-11.16","-11.52","-13.42"
"40","4710","-11.17","-11.52","-13.46"
"41","4730","-11.17","-11.51","-13.43"
"42","4800","-11.13","-11.53","-13.5"
"43","4730","-11.17","-11.5","-13.49"
"44","4770","-11.17","-11.52","-13.47"
"45","4780","-11.14","-11.54","-13.45"
"46","4780","-11.13","-11.53","-13.45"
"47","4780","-11.15","-11.58","-13.44"
"48","4770","-11.11","-11.51","-13.45"
"49","4790","-11.11","-11.54","-13.46"
"50","4840","-11.12","-11.52","-13.43"
"51","4840","-11.11","-11.51","-13.42"
"52","5100","-11.03","-11.49","-13.39"
"53","5230","-10.93","-11.45","-13.3"
"54","5410","-10.87","-11.37","-13.2"
"55","5620","-10.71","-11.34","-13.11"
"56","5720","-10.7","-11.33","-13.02"
"57","5210","-10.8","-11.34","-13"
"58","5070","-10.91","-11.32","-13.1"
"59","5200","-10.91","-11.33","-13.18"
"60","5210","-10.95","-11.53","-13.23"
"61","5340","-10.87","-11.36","-13.16"
"62","5300","-10.88","-11.34","-13.13"
"63","5240","-10.88","-11.44","-13.12"
"64","5200","-10.92","-11.53","-13.23"
"65","4920","-11.04","-11.49","-13.23"
"66","4940","-11.03","-11.46","-13.29"
"67","4830","-11.12","-11.55","-13.38"
"68","5220","-10.98","-11.59","-13.38"
"69","5310","-10.87","-11.49","-13.35"
"70","5380","-10.88","-11.46","-13.22"
"71","4900","-10.97","-11.46","-13.12"
"72","4910","-11.07","-11.44","-13.17"
"73","4970","-11.02","-11.42","-13.3"
"74","5050","-11.02","-11.41","-13.22"
"75","4960","-11.04","-11.47","-13.31"
"76","4790","-11.1","-11.44","-13.32"
"77","5030","-11.07","-11.54","-13.42"
"78","4870","-11.07","-11.52","-13.42"
"79","4760","-11.16","-11.5","-13.51"
"80","5140","-11.03","-11.53","-13.38"
"81","5270","-10.99","-11.41","-13.36"
"82","5230","-10.84","-11.33","-13.15"
"83","5360","-10.87","-11.36","-13.13"
"84","5330","-10.82","-11.34","-13.12"
"85","4870","-10.95","-11.36","-13.06"
"86","4860","-11.04","-11.49","-13.01"
"87","4970","-11.02","-11.58","-13.3"
"88","4960","-11","-11.56","-13.4"
"89","4970","-11.03","-11.54","-13.29"
"90","5000","-11.03","-11.51","-13.26"
"91","5020","-10.98","-11.34","-13.06"
"92","5000","-11","-11.36","-13.04"
"93","5010","-11","-11.33","-13.22"
"94","5020","-11.01","-11.36","-13.06"
"95","5040","-11.01","-11.37","-13.24"
"96","5090","-11","-11.32","-13.22"
"97","5090","-11","-11.34","-13.25"
"98","5090","-10.99","-11.36","-13.18"
"99","5100","-10.97","-11.34","-13.19"
"100","5240","-10.95","-11.37","-13.19"
"101","5180","-10.92","-11.33","-13.13"
"102","5060","-10.97","-11.34","-13.14"
"103","5060","-10.99","-11.33","-13.17"
"104","5090","-10.97","-11.34","-13.19"
"105","5130","-11","-11.34","-13.21"
"106","5140","-10.97","-11.35","-13.18"
"107","5070","-11","-11.34","-13.19"
"108","4980","-11.03","-11.38","-13.19"
"109","7030","-10.33","-11.24","-13.16"
"110","9030","-9.59","-10.77","-12.4"
"111","10780","-8.73","-9.99","-11.57"
"112","13020","-7.76","-8.48","-10.3"
"113","14510","-7.16","-7.77","-9.36"
"114","16640","-6.45","-7.06","-8.95"
"115","18500","-5.79","-6.47","-8.27"
"116","20620","-5.15","-5.98","-7.63"
"117","22560","-4.68","-5.42","-7.16"
"118","24620","-4.13","-4.79","-6.62"
"119","24740","-3.94","-4.57","-6.34"
"120","24660","-3.88","-4.45","-6.18"
"121","24910","-3.8","-4.43","-6.11"
"122","24950","-3.76","-4.42","-6.01"
"123","24930","-3.73","-4.31","-5.98"
"124","22570","-4.01","-4.4","-5.97"
"125","20570","-4.47","-4.8","-6.29"
"126","18710","-4.92","-5.19","-6.65"
"127","16700","-5.46","-5.79","-7.09"
"128","16620","-5.65","-6","-7.4"
"129","16570","-5.71","-6.05","-7.46"
"130","16640","-5.76","-6.15","-7.62"
"131","16550","-5.75","-6.15","-7.66"
"132","15670","-5.94","-6.25","-7.74"
"133","15720","-6","-6.42","-7.86"
"134","15640","-6.05","-6.44","-7.92"
"135","15670","-6.04","-6.46","-7.95"
"136","15680","-6.03","-6.44","-7.95"
"137","15540","-6.06","-6.42","-7.91"
"138","15520","-6.09","-6.44","-7.99"
"139","15540","-6.1","-6.52","-8.02"
"140","15610","-6.07","-6.5","-8"
"141","14890","-6.21","-6.57","-8.02"
"142","13940","-6.47","-6.75","-8.21"
"143","12850","-6.86","-7.14","-8.5"
"144","11920","-7.25","-7.48","-8.89"
"145","11070","-7.61","-7.85","-9.25"
"146","10040","-8.03","-8.12","-9.64"
"147","8990","-8.56","-9.03","-9.99"
"148","8100","-8.95","-9.45","-10.62"
"149","7470","-9.31","-9.85","-11.03"
"150","7370","-9.44","-9.99","-11.35"
"151","7500","-9.55","-10.24","-11.54"
"152","7490","-9.54","-10.36","-11.6"
"153","7560","-9.56","-10.46","-11.71"
"154","8780","-9.3","-10.47","-11.69"
"155","9000","-8.98","-10.1","-11.19"
"156","8930","-8.86","-9.84","-11.05"
"157","9130","-8.82","-9.8","-10.94"
"158","9110","-8.81","-9.7","-10.86"
"159","9110","-8.78","-9.69","-10.9"
"160","8970","-8.86","-9.74","-10.98"
"161","8760","-8.95","-9.84","-11.02"
"162","9910","-8.71","-9.86","-11.05"
"163","9970","-8.49","-9.6","-10.71"
"164","9800","-8.46","-9.48","-10.58"
"165","9890","-8.39","-9.43","-10.51"
"166","9980","-8.41","-9.36","-10.51"
"167","10290","-8.34","-9.1","-10.36"
"168","12010","-7.76","-8.28","-9.92"
"169","11520","-7.82","-8.11","-9.81"
"170","11800","-7.69","-7.91","-9.74"
"171","11720","-7.72","-8.26","-9.68"
"172","11430","-7.72","-8.11","-9.62"
"173","11040","-7.91","-8.62","-9.88"
"174","10790","-7.98","-8.66","-9.95"
"175","9440","-8.36","-8.96","-10.13"
"176","8800","-8.67","-9.03","-10.36"
"177","9120","-8.82","-9.4","-10.81"
"178","9190","-8.79","-9.35","-10.74"
"179","9615","-8.64","-9.09","-10.68"
"180","9840","-8.55","-9.18","-10.55"
"181","9310","-8.68","-9.23","-10.63"
"182","8620","-8.89","-9.39","-10.74"
"183","8000","-9.12","-9.54","-10.94"
"184","7250","-9.53","-9.66","-11.04"
"185","7220","-9.64","-10.3","-11.62"
"186","7200","-9.75","-10.44","-11.78"
"187","7160","-9.78","-10.54","-11.81"
"188","7300","-9.65","-10.4","-11.8"
"189","7530","-9.62","-10.44","-11.77"
"190","6670","-9.76","-10.58","-11.91"
"191","6050","-10.13","-10.95","-12.28"
"192","5840","-10.3","-11.12","-12.45"
"193","5930","-10.39","-11.21","-12.54"
"194","5860","-10.46","-11.28","-12.61"
"195","5780","-10.48","-11.3","-12.63"
"196","5830","-10.53","-11.35","-12.68"
"197","5350","-10.6","-11.42","-12.75"
"198","5400","-10.7","-11.52","-12.85"
"199","5710","-10.63","-11.45","-12.78"
"200","6030","-10.47","-11.29","-12.62"
"201","6180","-10.37","-11.19","-12.52"
"202","6030","-10.32","-11.14","-12.47"
"203","5840","-10.39","-11.21","-12.54"
"204","5580","-10.58","-11.4","-12.73"
"205","5320","-10.79","-11.61","-12.94"
"206","5730","-10.54","-11.36","-12.69"
"207","5970","-10.48","-11.3","-12.63"
"208","6150","-10.41","-11.23","-12.56"
"209","6175","-10.31","-11.13","-12.46"
"210","6250","-10.31","-11.13","-12.46"
"211","5620","-10.43","-11.25","-12.58"
"212","5250","-10.75","-11.57","-12.9"
"213","5880","-10.58","-11.4","-12.73"
"214","5970","-10.48","-11.12","-12.69"
"215","5920","-10.43","-11.08","-12.55"
"216","5990","-10.48","-11.12","-12.62"
"217","5960","-10.44","-10.94","-12.5"
"218","5750","-10.53","-11.08","-12.55"
"219","5730","-10.56","-11.1","-12.57"
"220","6000","-10.44","-11.09","-12.63"
"221","5990","-10.46","-11.01","-12.54"
"222","6050","-10.39","-11.04","-12.51"
"223","5980","-10.4","-10.99","-12.48"
"224","5960","-10.47","-11","-12.46"
"225","5840","-10.47","-11.04","-12.56"
"226","5440","-10.62","-11.07","-12.57"
"227","5780","-10.61","-11.13","-12.68"
"228","5800","-10.55","-11.07","-12.67"
"229","5760","-10.55","-11.12","-12.62"
"230","5810","-10.54","-11.12","-12.64"
"231","5900","-10.5","-11.14","-12.6"
"232","5830","-10.5","-10.96","-12.5"
"233","5780","-10.55","-11.02","-12.53"
"234","5850","-10.47","-10.94","-12.52"
"235","5870","-10.46","-11.09","-12.55"
"236","5850","-10.47","-11.14","-12.61"
"237","5890","-10.52","-11.12","-12.67"
"238","5820","-10.51","-11.05","-12.57"
"239","5660","-10.58","-11.02","-12.63"
"240","5400","-10.71","-11.11","-12.63"
"241","5900","-10.56","-11.1","-12.75"
"242","5820","-10.5","-10.98","-12.59"
"243","5880","-10.52","-11.14","-12.59"
"244","5840","-10.56","-11.16","-12.57"
"245","5910","-10.55","-10.97","-12.55"
"246","5670","-10.59","-11.12","-12.55"
"247","5570","-10.69","-11.09","-12.53"
"248","5970","-10.5","-11.1","-12.57"
"249","5980","-10.45","-10.97","-12.55"
"250","6020","-10.43","-10.96","-12.52"
"251","5900","-10.46","-10.97","-12.53"
"252","5920","-10.46","-10.98","-12.55"
"253","5740","-10.56","-11.02","-12.59"
"254","4860","-10.8","-11.09","-12.65"
"255","4820","-10.98","-11.25","-12.65"
"256","4800","-11.05","-11.4","-13.11"
"257","4800","-11.09","-11.37","-13.13"
"258","4800","-11.05","-11.41","-13.2"
"259","4780","-11.1","-11.47","-13.27"
"260","4720","-11.09","-11.49","-13.25"
"261","4810","-11.08","-11.49","-13.3"
"262","4720","-11.12","-11.51","-13.28"
"263","4740","-11.14","-11.45","-13.29"
"264","4710","-11.13","-11.39","-13.28"
"265","4780","-11.14","-11.51","-13.28"
"266","4770","-11.11","-11.51","-13.3"
"267","4780","-11.1","-11.52","-13.33"
"268","4770","-11.13","-11.51","-13.35"
"269","4980","-11.04","-11.47","-13.33"
"270","4950","-11","-11.44","-13.29"
"271","4970","-11","-11.44","-13.19"
"272","5150","-10.97","-11.44","-13.19"
"273","4980","-10.96","-11.32","-13.13"
"274","4740","-11.05","-11.4","-13.13"
"275","4740","-11.14","-11.53","-13.26"
"276","4800","-11.09","-11.42","-13.28"
"277","4730","-11.15","-11.53","-13.27"
"278","4690","-11.15","-11.5","-13.32"
"279","4730","-11.17","-11.55","-13.36"
"280","4970","-11.07","-11.51","-13.28"
"281","4830","-11.09","-11.38","-13.24"
"282","4790","-11.09","-11.5","-13.21"
"283","5010","-11.04","-11.53","-13.24"
"284","5050","-10.94","-11.45","-13.17"
"285","5040","-11","-11.41","-13.13"
"286","5430","-10.87","-11.4","-13.19"
"287","5480","-10.73","-11.29","-12.99"
"288","5240","-10.86","-11.25","-12.94"
"289","5200","-10.88","-11.36","-13"
"290","5260","-10.83","-11.27","-12.97"
"291","5230","-10.87","-11.31","-12.96"
"292","5270","-10.84","-11.33","-13.02"
"293","5270","-10.82","-11.34","-12.98"
"294","5250","-10.86","-11.36","-13.02"
"295","5230","-10.84","-11.31","-13.01"
"296","5260","-10.85","-11.33","-13.02"
"297","5170","-10.89","-11.41","-13.01"
"298","5110","-10.94","-11.34","-13.1"
"299","5160","-10.97","-11.49","-13.13"
"300","5090","-10.93","-11.39","-13.11"
"301","5120","-10.93","-11.36","-13.1"
"302","5120","-10.92","-11.33","-13.09"
"303","5190","-10.9","-11.46","-13.16"
"304","5150","-10.88","-11.46","-13.09"
"305","5100","-10.95","-11.44","-13.09"
"306","5110","-10.98","-11.47","-13.2"
"307","5160","-10.92","-11.35","-13.16"
"308","5170","-10.93","-11.36","-13.17"
"309","5120","-10.93","-11.36","-13.17"
"310","5090","-10.96","-11.39","-13.2"
"311","5180","-10.89","-11.32","-13.2"
"312","5130","-10.94","-11.45","-13.13"
"313","5170","-10.91","-11.37","-13.11"
"314","5200","-10.91","-11.34","-13.11"
"315","5190","-10.89","-11.34","-13.04"
"316","5120","-10.93","-11.32","-13.01"
"317","5100","-10.94","-11.43","-13.15"
"318","5050","-10.99","-11.4","-13.13"
"319","5040","-11.01","-11.41","-13.23"
"320","5130","-10.94","-11.42","-13.19"
"321","5060","-10.95","-11.36","-13.09"
"322","5190","-10.84","-11.4","-13.15"
"323","4990","-11.02","-11.58","-13.33"
"324","5060","-10.99","-11.55","-13.3"
"325","5120","-10.96","-11.52","-13.27"
"326","5160","-10.94","-11.48","-13.13"
"327","5180","-10.91","-11.45","-13.13"
"328","5160","-10.89","-11.4","-13.12"
"329","5090","-10.97","-11.42","-13.13"
"330","4930","-11.02","-11.42","-13.15"
"331","4970","-11.04","-11.4","-13.21"
"332","5070","-10.96","-11.44","-13.2"
"333","5100","-10.97","-11.44","-13.18"
"334","5090","-10.98","-11.42","-13.18"
"335","5080","-10.98","-11.47","-13.17"
"336","5120","-10.99","-11.42","-13.15"
"337","4930","-11","-11.42","-13.15"
"338","4950","-11.04","-11.4","-13.2"
"339","5070","-10.95","-11.49","-13.15"
"340","5030","-10.99","-11.49","-13.18"
"341","5060","-10.95","-11.4","-13.18"
"342","5090","-10.94","-11.38","-13.16"
"343","5070","-10.95","-11.37","-13.18"
"344","4980","-10.95","-11.35","-13.17"
"345","4980","-10.97","-11.32","-13.16"
"346","5060","-10.9","-11.34","-13.16"
"347","5080","-10.92","-11.36","-13.18"
"348","5140","-10.89","-11.4","-13.1"
"349","5080","-10.92","-11.4","-13.02"
"350","5140","-10.87","-11.4","-13.05"
"351","5130","-10.94","-11.46","-13.04"
"352","5110","-10.88","-11.32","-13.05"
"353","5110","-10.89","-11.44","-13.04"
"354","5160","-10.9","-11.34","-13.08"
"355","5140","-10.87","-11.42","-13.07"
"356","5170","-10.85","-11.38","-13.07"
"357","5200","-10.86","-11.3","-13.06"
"358","5060","-10.92","-11.44","-13.1"
"359","4890","-11.02","-11.4","-13.16"
"360","5100","-10.97","-11.42","-13.17"
"361","5130","-10.89","-11.46","-13.15"
"362","5210","-10.89","-11.48","-13.16"
"363","5120","-10.92","-11.49","-13.15"
"364","5070","-10.95","-11.42","-13.15"
"365","5100","-10.97","-11.44","-13.16"
"","","","",""
"","","","",""
